k,count,possible_g,mean_g,min_g,max_g,num_possible_g,level_share,mean_compress,tau4_share,square_share
80833,3,"[10, 12, 18]",13.3333,10,18,3,1.0,3.3333,1.0,0.0
80863,1,[14],14.0,14,14,1,1.0,12.0,1.0,0.0
80911,1,[6],6.0,6,6,1,1.0,1.0,1.0,0.0
80917,1,[6],6.0,6,6,1,1.0,1.0,0.0,0.0
80923,1,[10],10.0,10,10,1,1.0,4.0,1.0,0.0
80929,1,[10],10.0,10,10,1,1.0,2.0,1.0,0.0
80953,2,"[4, 14]",9.0,4,14,2,1.0,4.0,0.5,0.0
80989,1,[12],12.0,12,12,1,1.0,6.0,1.0,0.0
81023,2,"[4, 48]",26.0,4,48,2,1.0,1.5,0.5,0.0
81031,1,[8],8.0,8,8,1,1.0,2.0,1.0,0.0
81043,2,"[6, 12]",9.0,6,12,2,1.0,4.5,1.0,0.0
81047,2,"[6, 8]",7.0,6,8,2,1.0,1.5,1.0,0.0
81071,2,"[6, 36]",21.0,6,36,2,1.0,3.5,1.0,0.0
81083,1,[18],18.0,18,18,1,1.0,8.0,1.0,0.0
81097,2,"[6, 10]",8.0,6,10,2,1.0,2.5,1.0,0.0
81157,1,[8],8.0,8,8,1,1.0,2.0,0.0,0.0
81197,2,"[6, 42]",24.0,6,42,2,1.0,3.0,1.0,0.0
81233,2,"[4, 6]",5.0,4,6,2,1.0,2.5,1.0,0.0
81283,1,[24],24.0,24,24,1,1.0,2.0,1.0,0.0
81299,1,[6],6.0,6,6,1,1.0,1.0,0.0,0.0
81307,1,[12],12.0,12,12,1,1.0,11.0,1.0,0.0
81349,1,[18],18.0,18,18,1,1.0,1.0,1.0,0.0
81371,1,[8],8.0,8,8,1,1.0,2.0,1.0,0.0
81401,1,[12],12.0,12,12,1,1.0,8.0,1.0,0.0
81421,1,[18],18.0,18,18,1,1.0,4.0,1.0,0.0
81439,1,[12],12.0,12,12,1,1.0,2.0,1.0,0.0
81517,1,[16],16.0,16,16,1,1.0,4.0,1.0,0.0
81527,2,"[8, 42]",25.0,8,42,2,1.0,3.0,1.0,0.0
81547,2,[6],6.0,6,6,1,1.0,4.0,0.5,0.0
81559,1,[6],6.0,6,6,1,1.0,1.0,0.0,0.0
81569,1,[18],18.0,18,18,1,1.0,2.0,1.0,0.0
81611,2,"[4, 36]",20.0,4,36,2,1.0,2.0,0.5,0.0
81667,1,[6],6.0,6,6,1,1.0,5.0,1.0,0.0
81677,1,[12],12.0,12,12,1,1.0,2.0,1.0,0.0
81689,1,[20],20.0,20,20,1,1.0,6.0,1.0,0.0
81737,2,"[12, 24]",18.0,12,24,2,1.0,4.0,1.0,0.0
81761,2,"[8, 30]",19.0,8,30,2,1.0,5.0,1.0,0.0
81769,1,[12],12.0,12,12,1,1.0,5.0,1.0,0.0
81883,1,[18],18.0,18,18,1,1.0,4.0,1.0,0.0
81901,1,[8],8.0,8,8,1,1.0,2.0,0.0,0.0
81919,1,[32],32.0,32,32,1,1.0,4.0,1.0,0.0
81931,2,"[6, 28]",17.0,6,28,2,1.0,5.0,1.0,0.0
81943,1,[30],30.0,30,30,1,1.0,6.0,1.0,0.0
81971,2,"[6, 12]",9.0,6,12,2,1.0,3.5,1.0,0.0
81973,2,"[18, 22]",20.0,18,22,2,1.0,7.5,1.0,0.0
82009,1,[18],18.0,18,18,1,1.0,6.0,1.0,0.0
82013,1,[18],18.0,18,18,1,1.0,2.0,1.0,0.0
82037,1,[10],10.0,10,10,1,1.0,6.0,0.0,0.0
82067,2,"[8, 24]",16.0,8,24,2,1.0,4.5,0.5,0.0
82129,1,[12],12.0,12,12,1,1.0,10.0,1.0,0.0
82163,1,[42],42.0,42,42,1,1.0,24.0,0.0,1.0
82241,2,"[8, 12]",10.0,8,12,2,1.0,2.5,1.0,0.0
82261,1,[10],10.0,10,10,1,1.0,1.0,1.0,0.0
82267,1,[16],16.0,16,16,1,1.0,4.0,1.0,0.0
82301,1,[12],12.0,12,12,1,1.0,3.0,1.0,0.0
82349,1,[12],12.0,12,12,1,1.0,2.0,1.0,0.0
82361,1,[12],12.0,12,12,1,1.0,6.0,1.0,0.0
82387,1,[6],6.0,6,6,1,1.0,2.0,0.0,0.0
82393,2,"[18, 22]",20.0,18,22,2,1.0,2.5,1.0,0.0
82421,1,[30],30.0,30,30,1,1.0,2.0,1.0,0.0
82457,2,"[6, 10]",8.0,6,10,2,1.0,3.0,1.0,0.0
82487,1,[6],6.0,6,6,1,1.0,2.0,0.0,0.0
82529,1,[18],18.0,18,18,1,1.0,2.0,1.0,0.0
82531,1,[20],20.0,20,20,1,1.0,2.0,1.0,0.0
82561,1,[14],14.0,14,14,1,1.0,2.0,1.0,0.0
82721,1,[24],24.0,24,24,1,1.0,6.0,1.0,0.0
82723,1,[10],10.0,10,10,1,1.0,2.0,1.0,0.0
82763,1,[10],10.0,10,10,1,1.0,4.0,1.0,0.0
82781,2,"[6, 14]",10.0,6,14,2,1.0,2.0,1.0,0.0
82787,2,"[6, 12]",9.0,6,12,2,1.0,3.5,1.0,0.0
82811,2,"[14, 36]",25.0,14,36,2,1.0,2.0,1.0,0.0
82883,1,[18],18.0,18,18,1,1.0,10.0,1.0,0.0
82889,1,[6],6.0,6,6,1,1.0,3.0,1.0,0.0
82891,1,[6],6.0,6,6,1,1.0,2.0,1.0,0.0
82903,1,[14],14.0,14,14,1,1.0,3.0,1.0,0.0
82913,1,[6],6.0,6,6,1,1.0,2.0,1.0,0.0
82997,1,[6],6.0,6,6,1,1.0,2.0,0.0,0.0
83023,1,[10],10.0,10,10,1,1.0,3.0,1.0,0.0
83047,1,[18],18.0,18,18,1,1.0,5.0,1.0,0.0
83059,1,[24],24.0,24,24,1,1.0,2.0,1.0,0.0
83071,1,[20],20.0,20,20,1,1.0,6.0,1.0,0.0
83093,1,[12],12.0,12,12,1,1.0,2.0,1.0,0.0
83137,1,[6],6.0,6,6,1,1.0,2.0,1.0,0.0
83299,1,[18],18.0,18,18,1,1.0,6.0,1.0,0.0
83341,1,[4],4.0,4,4,1,1.0,1.0,0.0,0.0
83407,1,[12],12.0,12,12,1,1.0,6.0,1.0,0.0
83417,1,[8],8.0,8,8,1,1.0,2.0,1.0,0.0
83431,1,[6],6.0,6,6,1,1.0,1.0,1.0,0.0
83437,1,[6],6.0,6,6,1,1.0,2.0,0.0,0.0
83443,1,[12],12.0,12,12,1,1.0,6.0,1.0,0.0
83471,2,"[10, 38]",24.0,10,38,2,1.0,5.0,1.0,0.0
83477,1,[10],10.0,10,10,1,1.0,1.0,1.0,0.0
83561,1,[10],10.0,10,10,1,1.0,4.0,1.0,0.0
83563,1,[24],24.0,24,24,1,1.0,8.0,1.0,0.0
83597,1,[8],8.0,8,8,1,1.0,2.0,1.0,0.0
83621,1,[4],4.0,4,4,1,1.0,2.0,0.0,0.0
83639,1,[12],12.0,12,12,1,1.0,6.0,1.0,0.0
83641,1,[30],30.0,30,30,1,1.0,1.0,1.0,0.0
83653,2,"[4, 10]",7.0,4,10,2,1.0,3.5,0.5,0.0
83701,1,[18],18.0,18,18,1,1.0,4.0,1.0,0.0
83737,1,[10],10.0,10,10,1,1.0,6.0,1.0,0.0
83761,1,[4],4.0,4,4,1,1.0,1.0,0.0,0.0
83777,1,[28],28.0,28,28,1,1.0,6.0,1.0,0.0
83857,1,[6],6.0,6,6,1,1.0,3.0,1.0,0.0
83869,1,[16],16.0,16,16,1,1.0,3.0,1.0,0.0
83873,1,[18],18.0,18,18,1,1.0,4.0,1.0,0.0
83911,2,"[12, 28]",20.0,12,28,2,1.0,6.5,1.0,0.0
83983,1,[6],6.0,6,6,1,1.0,2.0,0.0,0.0
83987,1,[30],30.0,30,30,1,1.0,6.0,1.0,0.0
84047,1,[6],6.0,6,6,1,1.0,2.0,1.0,0.0
84059,1,[16],16.0,16,16,1,1.0,1.0,1.0,0.0
84067,1,[12],12.0,12,12,1,1.0,1.0,1.0,0.0
84127,1,[10],10.0,10,10,1,1.0,2.0,1.0,0.0
84131,2,"[6, 8]",7.0,6,8,2,1.0,2.0,1.0,0.0
84181,1,[30],30.0,30,30,1,1.0,1.0,1.0,0.0
84247,1,[38],38.0,38,38,1,1.0,2.0,1.0,0.0
84263,1,[40],40.0,40,40,1,1.0,10.0,1.0,0.0
84407,1,[26],26.0,26,26,1,1.0,2.0,1.0,0.0
84431,2,"[6, 14]",10.0,6,14,2,1.0,2.0,1.0,0.0
84437,1,[6],6.0,6,6,1,1.0,2.0,1.0,0.0
84463,1,[18],18.0,18,18,1,1.0,8.0,1.0,0.0
84499,1,[30],30.0,30,30,1,1.0,6.0,1.0,0.0
84509,2,"[6, 18]",12.0,6,18,2,1.0,4.0,0.5,0.0
84523,1,[6],6.0,6,6,1,1.0,2.0,1.0,0.0
84589,1,[10],10.0,10,10,1,1.0,4.0,1.0,0.0
84649,1,[6],6.0,6,6,1,1.0,2.0,1.0,0.0
84701,1,[12],12.0,12,12,1,1.0,4.0,1.0,0.0
84737,1,[24],24.0,24,24,1,1.0,6.0,1.0,0.0
84761,1,[8],8.0,8,8,1,1.0,6.0,1.0,0.0
84787,1,[8],8.0,8,8,1,1.0,2.0,0.0,0.0
84793,1,[12],12.0,12,12,1,1.0,2.0,1.0,0.0
84809,1,[10],10.0,10,10,1,1.0,1.0,1.0,0.0
84811,2,"[14, 28]",21.0,14,28,2,1.0,5.0,1.0,0.0
84859,1,[18],18.0,18,18,1,1.0,4.0,1.0,0.0
84869,1,[20],20.0,20,20,1,1.0,2.0,1.0,0.0
84947,1,[12],12.0,12,12,1,1.0,6.0,1.0,0.0
84961,1,[6],6.0,6,6,1,1.0,2.0,1.0,0.0
84967,1,[12],12.0,12,12,1,1.0,3.0,1.0,0.0
84991,1,[6],6.0,6,6,1,1.0,2.0,0.0,0.0
85037,1,[12],12.0,12,12,1,1.0,2.0,1.0,0.0
85061,1,[12],12.0,12,12,1,1.0,2.0,1.0,0.0
85081,3,"[4, 18, 60]",27.3333,4,60,3,1.0,4.6667,0.6667,0.0
85103,1,[20],20.0,20,20,1,1.0,2.0,1.0,0.0
85109,1,[12],12.0,12,12,1,1.0,2.0,1.0,0.0
85199,1,[20],20.0,20,20,1,1.0,6.0,1.0,0.0
85213,1,[12],12.0,12,12,1,1.0,2.0,1.0,0.0
85243,1,[14],14.0,14,14,1,1.0,3.0,1.0,0.0
85361,1,[12],12.0,12,12,1,1.0,2.0,1.0,0.0
85363,1,[18],18.0,18,18,1,1.0,4.0,1.0,0.0
85451,1,[18],18.0,18,18,1,1.0,2.0,1.0,0.0
85513,1,[18],18.0,18,18,1,1.0,3.0,1.0,0.0
85517,1,[6],6.0,6,6,1,1.0,2.0,0.0,0.0
85523,1,[10],10.0,10,10,1,1.0,3.0,1.0,0.0
85571,1,[12],12.0,12,12,1,1.0,8.0,1.0,0.0
85607,1,[6],6.0,6,6,1,1.0,1.0,1.0,0.0
85621,1,[12],12.0,12,12,1,1.0,3.0,1.0,0.0
85643,2,"[6, 18]",12.0,6,18,2,1.0,5.0,0.5,0.0
85667,1,[12],12.0,12,12,1,1.0,2.0,1.0,0.0
85717,1,[10],10.0,10,10,1,1.0,6.0,1.0,0.0
85733,1,[6],6.0,6,6,1,1.0,3.0,0.0,0.0
85751,1,[10],10.0,10,10,1,1.0,4.0,1.0,0.0
85817,1,[36],36.0,36,36,1,1.0,4.0,1.0,0.0
85819,1,[16],16.0,16,16,1,1.0,6.0,1.0,0.0
85829,1,[16],16.0,16,16,1,1.0,4.0,1.0,0.0
85831,2,"[4, 6]",5.0,4,6,2,1.0,2.5,1.0,0.0
85853,1,[6],6.0,6,6,1,1.0,3.0,0.0,0.0
85903,2,"[4, 18]",11.0,4,18,2,1.0,2.5,1.0,0.0
85909,1,[18],18.0,18,18,1,1.0,3.0,1.0,0.0
85933,1,[18],18.0,18,18,1,1.0,6.0,1.0,0.0
85991,2,"[12, 18]",15.0,12,18,2,1.0,3.0,1.0,0.0
86011,1,[34],34.0,34,34,1,1.0,6.0,1.0,0.0
86111,1,[20],20.0,20,20,1,1.0,12.0,1.0,0.0
86131,1,[6],6.0,6,6,1,1.0,1.0,0.0,0.0
86137,1,[6],6.0,6,6,1,1.0,2.0,1.0,0.0
86143,1,[20],20.0,20,20,1,1.0,6.0,1.0,0.0
86161,3,"[4, 8, 18]",10.0,4,18,3,1.0,3.0,0.6667,0.0
86171,1,[30],30.0,30,30,1,1.0,6.0,1.0,0.0
86179,1,[30],30.0,30,30,1,1.0,4.0,1.0,0.0
86201,1,[4],4.0,4,4,1,1.0,2.0,0.0,0.0
86243,1,[4],4.0,4,4,1,1.0,1.0,0.0,0.0
86249,2,"[6, 16]",11.0,6,16,2,1.0,3.0,0.5,0.0
86257,3,"[6, 8, 16]",10.0,6,16,3,1.0,2.3333,1.0,0.0
86263,1,[24],24.0,24,24,1,1.0,2.0,1.0,0.0
86269,1,[20],20.0,20,20,1,1.0,2.0,1.0,0.0
86287,1,[6],6.0,6,6,1,1.0,5.0,1.0,0.0
86399,1,[6],6.0,6,6,1,1.0,1.0,0.0,0.0
86461,1,[14],14.0,14,14,1,1.0,2.0,1.0,0.0
86467,1,[10],10.0,10,10,1,1.0,3.0,1.0,0.0
86501,1,[14],14.0,14,14,1,1.0,2.0,1.0,0.0
86509,1,[10],10.0,10,10,1,1.0,1.0,1.0,0.0
86587,1,[10],10.0,10,10,1,1.0,3.0,1.0,0.0
86627,1,[26],26.0,26,26,1,1.0,2.0,1.0,0.0
86689,1,[22],22.0,22,22,1,1.0,4.0,1.0,0.0
86711,1,[30],30.0,30,30,1,1.0,8.0,1.0,0.0
86753,1,[30],30.0,30,30,1,1.0,6.0,1.0,0.0
86767,1,[12],12.0,12,12,1,1.0,6.0,1.0,0.0
86851,1,[6],6.0,6,6,1,1.0,2.0,0.0,0.0
86923,1,[40],40.0,40,40,1,1.0,6.0,1.0,0.0
86927,3,"[12, 24]",16.0,12,24,2,1.0,2.0,1.0,0.0
86939,1,[24],24.0,24,24,1,1.0,3.0,1.0,0.0
86951,2,"[4, 10]",7.0,4,10,2,1.0,3.0,0.5,0.0
86969,1,[12],12.0,12,12,1,1.0,2.0,1.0,0.0
86981,1,[8],8.0,8,8,1,1.0,3.0,1.0,0.0
86993,1,[4],4.0,4,4,1,1.0,3.0,0.0,0.0
87107,1,[8],8.0,8,8,1,1.0,6.0,1.0,0.0
87211,1,[4],4.0,4,4,1,1.0,2.0,0.0,0.0
87221,1,[36],36.0,36,36,1,1.0,2.0,1.0,0.0
87251,1,[4],4.0,4,4,1,1.0,2.0,1.0,0.0
87253,1,[14],14.0,14,14,1,1.0,6.0,1.0,0.0
87323,2,"[4, 6]",5.0,4,6,2,1.0,1.0,0.5,0.0
87407,1,[16],16.0,16,16,1,1.0,4.0,1.0,0.0
87421,1,[6],6.0,6,6,1,1.0,2.0,0.0,0.0
87473,1,[18],18.0,18,18,1,1.0,6.0,1.0,0.0
87509,1,[42],42.0,42,42,1,1.0,7.0,1.0,0.0
87511,2,"[6, 10]",8.0,6,10,2,1.0,2.5,1.0,0.0
87517,1,[16],16.0,16,16,1,1.0,2.0,1.0,0.0
87523,1,[14],14.0,14,14,1,1.0,2.0,1.0,0.0
87541,1,[6],6.0,6,6,1,1.0,4.0,1.0,0.0
87547,1,[18],18.0,18,18,1,1.0,8.0,1.0,0.0
87623,1,[14],14.0,14,14,1,1.0,4.0,1.0,0.0
87631,2,"[4, 8]",6.0,4,8,2,1.0,3.5,1.0,0.0
87683,1,[18],18.0,18,18,1,1.0,5.0,1.0,0.0
87691,1,[12],12.0,12,12,1,1.0,2.0,1.0,0.0
87697,2,"[10, 38]",24.0,10,38,2,1.0,4.0,1.0,0.0
87701,1,[8],8.0,8,8,1,1.0,2.0,1.0,0.0
87721,1,[4],4.0,4,4,1,1.0,3.0,0.0,0.0
87739,1,[6],6.0,6,6,1,1.0,2.0,1.0,0.0
87793,1,[4],4.0,4,4,1,1.0,3.0,0.0,0.0
87797,1,[10],10.0,10,10,1,1.0,1.0,1.0,0.0
87877,1,[46],46.0,46,46,1,1.0,1.0,1.0,0.0
87881,1,[4],4.0,4,4,1,1.0,2.0,0.0,0.0
87931,1,[6],6.0,6,6,1,1.0,1.0,0.0,0.0
87977,2,"[10, 26]",18.0,10,26,2,1.0,4.0,1.0,0.0
88001,1,[18],18.0,18,18,1,1.0,12.0,1.0,0.0
88003,1,[22],22.0,22,22,1,1.0,4.0,1.0,0.0
88037,1,[28],28.0,28,28,1,1.0,3.0,1.0,0.0
88069,1,[24],24.0,24,24,1,1.0,4.0,1.0,0.0
88093,1,[22],22.0,22,22,1,1.0,1.0,1.0,0.0
88117,1,[20],20.0,20,20,1,1.0,2.0,1.0,0.0
88223,2,"[6, 18]",12.0,6,18,2,1.0,2.5,0.5,0.0
88241,1,[8],8.0,8,8,1,1.0,3.0,1.0,0.0
88259,1,[12],12.0,12,12,1,1.0,6.0,1.0,0.0
88261,1,[4],4.0,4,4,1,1.0,3.0,0.0,0.0
88321,1,[14],14.0,14,14,1,1.0,4.0,1.0,0.0
88423,1,[4],4.0,4,4,1,1.0,1.0,1.0,0.0
88463,1,[14],14.0,14,14,1,1.0,4.0,1.0,0.0
88499,1,[24],24.0,24,24,1,1.0,3.0,1.0,0.0
88513,2,"[4, 82]",43.0,4,82,2,1.0,4.5,0.5,0.0
88589,1,[20],20.0,20,20,1,1.0,2.0,1.0,0.0
88607,1,[10],10.0,10,10,1,1.0,2.0,0.0,0.0
88643,1,[6],6.0,6,6,1,1.0,4.0,0.0,0.0
88651,1,[4],4.0,4,4,1,1.0,2.0,0.0,0.0
88657,1,[16],16.0,16,16,1,1.0,2.0,1.0,0.0
88667,1,[6],6.0,6,6,1,1.0,1.0,1.0,0.0
88681,1,[4],4.0,4,4,1,1.0,1.0,0.0,0.0
88799,1,[6],6.0,6,6,1,1.0,4.0,1.0,0.0
88807,1,[28],28.0,28,28,1,1.0,2.0,1.0,0.0
88861,1,[6],6.0,6,6,1,1.0,4.0,1.0,0.0
88897,1,[10],10.0,10,10,1,1.0,1.0,1.0,0.0
88997,1,[6],6.0,6,6,1,1.0,4.0,1.0,0.0
89017,1,[6],6.0,6,6,1,1.0,2.0,0.0,0.0
89021,1,[34],34.0,34,34,1,1.0,4.0,1.0,0.0
89069,2,"[10, 26]",18.0,10,26,2,1.0,5.0,1.0,0.0
89101,1,[6],6.0,6,6,1,1.0,4.0,1.0,0.0
89107,1,[6],6.0,6,6,1,1.0,3.0,0.0,0.0
89119,1,[16],16.0,16,16,1,1.0,6.0,1.0,0.0
89153,1,[10],10.0,10,10,1,1.0,4.0,1.0,0.0
89213,2,"[4, 24]",14.0,4,24,2,1.0,2.5,0.5,0.0
89237,1,[6],6.0,6,6,1,1.0,4.0,0.0,0.0
89363,2,"[12, 24]",18.0,12,24,2,1.0,5.0,1.0,0.0
89371,2,"[10, 20]",15.0,10,20,2,1.0,5.0,1.0,0.0
89381,1,[6],6.0,6,6,1,1.0,2.0,1.0,0.0
89387,1,[6],6.0,6,6,1,1.0,5.0,1.0,0.0
89393,2,"[10, 18]",14.0,10,18,2,1.0,3.5,1.0,0.0
89413,1,[14],14.0,14,14,1,1.0,5.0,1.0,0.0
89417,1,[46],46.0,46,46,1,1.0,4.0,1.0,0.0
89443,1,[48],48.0,48,48,1,1.0,3.0,1.0,0.0
89477,1,[28],28.0,28,28,1,1.0,6.0,1.0,0.0
89513,1,[34],34.0,34,34,1,1.0,1.0,1.0,0.0
89521,3,"[6, 36]",16.0,6,36,2,1.0,2.0,0.6667,0.0
89533,1,[18],18.0,18,18,1,1.0,3.0,1.0,0.0
89591,1,[4],4.0,4,4,1,1.0,1.0,0.0,0.0
89603,1,[4],4.0,4,4,1,1.0,2.0,0.0,0.0
89759,1,[6],6.0,6,6,1,1.0,1.0,1.0,0.0
89783,1,[12],12.0,12,12,1,1.0,6.0,1.0,0.0
89809,1,[12],12.0,12,12,1,1.0,6.0,1.0,0.0
89821,1,[12],12.0,12,12,1,1.0,2.0,1.0,0.0
89963,1,[18],18.0,18,18,1,1.0,6.0,1.0,0.0
89977,3,"[6, 8, 12]",8.6667,6,12,3,1.0,3.3333,0.3333,0.0
90053,1,[4],4.0,4,4,1,1.0,3.0,0.0,0.0
90067,1,[8],8.0,8,8,1,1.0,4.0,1.0,0.0
90071,3,"[6, 18, 28]",17.3333,6,28,3,1.0,3.3333,1.0,0.0
90073,1,[10],10.0,10,10,1,1.0,4.0,1.0,0.0
90107,1,[8],8.0,8,8,1,1.0,2.0,1.0,0.0
90121,1,[8],8.0,8,8,1,1.0,2.0,1.0,0.0
90197,1,[6],6.0,6,6,1,1.0,4.0,1.0,0.0
90203,1,[22],22.0,22,22,1,1.0,6.0,1.0,0.0
90217,1,[8],8.0,8,8,1,1.0,2.0,1.0,0.0
90239,1,[6],6.0,6,6,1,1.0,1.0,1.0,0.0
90401,2,"[14, 36]",25.0,14,36,2,1.0,5.0,1.0,0.0
90407,1,[10],10.0,10,10,1,1.0,3.0,1.0,0.0
90469,1,[22],22.0,22,22,1,1.0,12.0,0.0,1.0
90499,1,[12],12.0,12,12,1,1.0,7.0,1.0,0.0
90511,1,[36],36.0,36,36,1,1.0,6.0,1.0,0.0
90529,1,[16],16.0,16,16,1,1.0,10.0,1.0,0.0
90619,1,[12],12.0,12,12,1,1.0,2.0,1.0,0.0
90641,1,[18],18.0,18,18,1,1.0,2.0,1.0,0.0
90679,1,[66],66.0,66,66,1,1.0,2.0,1.0,0.0
90697,1,[6],6.0,6,6,1,1.0,4.0,1.0,0.0
90911,1,[24],24.0,24,24,1,1.0,4.0,1.0,0.0
90917,1,[10],10.0,10,10,1,1.0,2.0,0.0,0.0
91033,2,"[6, 14]",10.0,6,14,2,1.0,2.0,1.0,0.0
91079,3,"[6, 12, 16]",11.3333,6,16,3,1.0,5.0,1.0,0.0
91099,1,[26],26.0,26,26,1,1.0,6.0,1.0,0.0
91127,1,[12],12.0,12,12,1,1.0,2.0,1.0,0.0
91141,1,[6],6.0,6,6,1,1.0,2.0,1.0,0.0
91163,1,[14],14.0,14,14,1,1.0,3.0,1.0,0.0
91193,1,[12],12.0,12,12,1,1.0,1.0,1.0,0.0
91237,2,"[6, 8]",7.0,6,8,2,1.0,3.0,1.0,0.0
91253,1,[14],14.0,14,14,1,1.0,5.0,1.0,0.0
91283,1,[12],12.0,12,12,1,1.0,4.0,1.0,0.0
91291,1,[6],6.0,6,6,1,1.0,4.0,1.0,0.0
91297,1,[6],6.0,6,6,1,1.0,3.0,0.0,0.0
91303,1,[10],10.0,10,10,1,1.0,7.0,1.0,0.0
91369,1,[16],16.0,16,16,1,1.0,4.0,1.0,0.0
91373,1,[6],6.0,6,6,1,1.0,2.0,0.0,0.0
91381,1,[6],6.0,6,6,1,1.0,4.0,1.0,0.0
91423,1,[32],32.0,32,32,1,1.0,2.0,1.0,0.0
91433,1,[30],30.0,30,30,1,1.0,10.0,1.0,0.0
91453,1,[6],6.0,6,6,1,1.0,3.0,1.0,0.0
91459,1,[12],12.0,12,12,1,1.0,6.0,1.0,0.0
91463,1,[24],24.0,24,24,1,1.0,4.0,1.0,0.0
91493,1,[50],50.0,50,50,1,1.0,2.0,1.0,0.0
91571,1,[6],6.0,6,6,1,1.0,2.0,1.0,0.0
91621,1,[4],4.0,4,4,1,1.0,3.0,0.0,0.0
91639,1,[12],12.0,12,12,1,1.0,2.0,1.0,0.0
91673,1,[42],42.0,42,42,1,1.0,4.0,1.0,0.0
91733,1,[18],18.0,18,18,1,1.0,3.0,1.0,0.0
91757,1,[6],6.0,6,6,1,1.0,1.0,0.0,0.0
91781,1,[14],14.0,14,14,1,1.0,6.0,1.0,0.0
91801,1,[42],42.0,42,42,1,1.0,2.0,1.0,0.0
91811,1,[28],28.0,28,28,1,1.0,6.0,1.0,0.0
91837,2,"[10, 36]",23.0,10,36,2,1.0,3.0,1.0,0.0
91921,1,[10],10.0,10,10,1,1.0,4.0,1.0,0.0
91939,1,[10],10.0,10,10,1,1.0,2.0,1.0,0.0
91961,2,"[12, 14]",13.0,12,14,2,1.0,4.0,1.0,0.0
91967,1,[6],6.0,6,6,1,1.0,2.0,1.0,0.0
91997,2,"[6, 8]",7.0,6,8,2,1.0,4.0,1.0,0.0
92041,2,"[6, 14]",10.0,6,14,2,1.0,2.0,1.0,0.0
92077,1,[8],8.0,8,8,1,1.0,6.0,1.0,0.0
92119,1,[16],16.0,16,16,1,1.0,4.0,1.0,0.0
92153,1,[6],6.0,6,6,1,1.0,3.0,1.0,0.0
92219,1,[24],24.0,24,24,1,1.0,3.0,1.0,0.0
92221,1,[6],6.0,6,6,1,1.0,4.0,1.0,0.0
92233,1,[18],18.0,18,18,1,1.0,4.0,1.0,0.0
92317,1,[26],26.0,26,26,1,1.0,2.0,1.0,0.0
92333,1,[4],4.0,4,4,1,1.0,3.0,0.0,0.0
92347,1,[58],58.0,58,58,1,1.0,4.0,1.0,0.0
92353,1,[14],14.0,14,14,1,1.0,6.0,1.0,0.0
92357,1,[6],6.0,6,6,1,1.0,3.0,1.0,0.0
92387,1,[8],8.0,8,8,1,1.0,2.0,1.0,0.0
92419,1,[18],18.0,18,18,1,1.0,14.0,1.0,0.0
92431,2,"[4, 8]",6.0,4,8,2,1.0,4.0,0.5,0.0
92467,1,[10],10.0,10,10,1,1.0,6.0,1.0,0.0
92507,1,[6],6.0,6,6,1,1.0,1.0,1.0,0.0
92557,1,[12],12.0,12,12,1,1.0,4.0,1.0,0.0
92569,1,[12],12.0,12,12,1,1.0,4.0,1.0,0.0
92581,1,[4],4.0,4,4,1,1.0,1.0,0.0,0.0
92657,1,[6],6.0,6,6,1,1.0,1.0,0.0,0.0
92693,1,[18],18.0,18,18,1,1.0,4.0,1.0,0.0
92707,1,[28],28.0,28,28,1,1.0,2.0,1.0,0.0
92737,1,[8],8.0,8,8,1,1.0,2.0,1.0,0.0
92753,1,[10],10.0,10,10,1,1.0,4.0,1.0,0.0
92779,1,[12],12.0,12,12,1,1.0,2.0,1.0,0.0
92791,1,[20],20.0,20,20,1,1.0,5.0,1.0,0.0
92821,1,[40],40.0,40,40,1,1.0,4.0,1.0,0.0
92831,1,[4],4.0,4,4,1,1.0,1.0,0.0,0.0
92849,1,[6],6.0,6,6,1,1.0,2.0,0.0,0.0
92857,1,[10],10.0,10,10,1,1.0,1.0,1.0,0.0
92957,1,[10],10.0,10,10,1,1.0,6.0,1.0,0.0
92959,1,[24],24.0,24,24,1,1.0,2.0,1.0,0.0
92987,1,[20],20.0,20,20,1,1.0,2.0,1.0,0.0
93047,1,[6],6.0,6,6,1,1.0,4.0,1.0,0.0
93053,1,[6],6.0,6,6,1,1.0,3.0,0.0,0.0
93077,1,[6],6.0,6,6,1,1.0,2.0,1.0,0.0
93083,1,[54],54.0,54,54,1,1.0,4.0,1.0,0.0
93103,1,[44],44.0,44,44,1,1.0,2.0,1.0,0.0
93133,1,[18],18.0,18,18,1,1.0,2.0,1.0,0.0
93169,1,[30],30.0,30,30,1,1.0,3.0,1.0,0.0
93229,1,[22],22.0,22,22,1,1.0,8.0,1.0,0.0
93251,2,[6],6.0,6,6,1,1.0,3.0,1.0,0.0
93257,1,[18],18.0,18,18,1,1.0,4.0,1.0,0.0
93281,2,"[18, 20]",19.0,18,20,2,1.0,5.0,1.0,0.0
93319,1,[10],10.0,10,10,1,1.0,2.0,1.0,0.0
93371,2,"[6, 8]",7.0,6,8,2,1.0,3.5,1.0,0.0
93377,1,[12],12.0,12,12,1,1.0,4.0,1.0,0.0
93419,1,[20],20.0,20,20,1,1.0,2.0,1.0,0.0
93427,1,[6],6.0,6,6,1,1.0,2.0,1.0,0.0
93491,1,[6],6.0,6,6,1,1.0,5.0,1.0,0.0
