rung_min_exponent,rung_max_exponent,exponent,exponent_divisor_count,exponent_status,number_family,left_prime_rule_id,candidate_bound,candidate_seconds_limit,candidate_checks,rejected_candidate_offsets_before_left_prime,unresolved_reason,unresolved_candidate_offset,power_of_two,mersenne_number,distance_to_left_prime,mersenne_location_inferred,left_prime
101,1000,394,4,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,395,4,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,396,18,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,397,2,left_prime_unresolved,power_of_two,pgs_left_prime_wheel_open_v1,4096,1.0,1,,candidate_work_limit,1,322781234760863573706989896500376484291213224103652939103832419567580952752105149328705669160017228929487896496593436672,322781234760863573706989896500376484291213224103652939103832419567580952752105149328705669160017228929487896496593436671,,False,
101,1000,398,4,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,399,8,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,400,15,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,401,2,left_prime_unresolved,power_of_two,pgs_left_prime_wheel_open_v1,4096,1.0,1,,candidate_work_limit,1,5164499756173817179311838344006023748659411585658447025661318713081295244033682389259290706560275662871806343945494986752,5164499756173817179311838344006023748659411585658447025661318713081295244033682389259290706560275662871806343945494986751,,False,
101,1000,402,8,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,403,4,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,404,6,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,405,10,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,406,8,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,407,4,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,408,16,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,409,2,left_prime_unresolved,power_of_two,pgs_left_prime_wheel_open_v1,4096,1.0,1,,candidate_work_limit,1,1322111937580497197903830616065542079656809365928562438569297590548811582472622691650378420879430569695182424050046716608512,1322111937580497197903830616065542079656809365928562438569297590548811582472622691650378420879430569695182424050046716608511,,False,
101,1000,410,8,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,411,4,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,412,6,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,413,4,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,414,12,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,415,4,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,416,12,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,417,4,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,418,8,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,419,2,left_prime_unresolved,power_of_two,pgs_left_prime_wheel_open_v1,4096,1.0,1,,candidate_work_limit,1,1353842624082429130653522550851115089568572790710847937094960732721983060451965636249987502980536903367866802227247837807116288,1353842624082429130653522550851115089568572790710847937094960732721983060451965636249987502980536903367866802227247837807116287,,False,
101,1000,420,24,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,421,2,left_prime_unresolved,power_of_two,pgs_left_prime_wheel_open_v1,4096,1.0,2,1,candidate_work_limit,3,5415370496329716522614090203404460358274291162843391748379842930887932241807862544999950011922147613471467208908991351228465152,5415370496329716522614090203404460358274291162843391748379842930887932241807862544999950011922147613471467208908991351228465151,,False,
101,1000,422,4,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,423,6,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,424,8,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,425,6,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,426,8,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,427,4,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,428,6,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,429,8,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,430,8,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,431,2,left_prime_unresolved,power_of_two,pgs_left_prime_wheel_open_v1,4096,1.0,1,,candidate_work_limit,1,5545339388241629719156828368286167406872874150751633150340959161229242615611251246079948812208279156194782421922807143657948315648,5545339388241629719156828368286167406872874150751633150340959161229242615611251246079948812208279156194782421922807143657948315647,,False,
101,1000,432,20,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,433,2,left_prime_unresolved,power_of_two,pgs_left_prime_wheel_open_v1,4096,1.0,1,,candidate_work_limit,1,22181357552966518876627313473144669627491496603006532601363836644916970462445004984319795248833116624779129687691228574631793262592,22181357552966518876627313473144669627491496603006532601363836644916970462445004984319795248833116624779129687691228574631793262591,,False,
101,1000,434,8,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,435,8,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,436,6,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,437,4,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,438,8,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,439,2,left_prime_unresolved,power_of_two,pgs_left_prime_wheel_open_v1,4096,1.0,1,,candidate_work_limit,1,1419606883389857208104148062281258856159455782592418086487285545274686109596480318996466895925319463985864300012238628776434768805888,1419606883389857208104148062281258856159455782592418086487285545274686109596480318996466895925319463985864300012238628776434768805887,,False,
101,1000,440,16,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,441,9,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,442,8,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,443,2,left_prime_unresolved,power_of_two,pgs_left_prime_wheel_open_v1,4096,1.0,2,1,candidate_work_limit,7,22713710134237715329666368996500141698551292521478689383796568724394977753543685103943470334805111423773828800195818060422956300894208,22713710134237715329666368996500141698551292521478689383796568724394977753543685103943470334805111423773828800195818060422956300894207,,False,
101,1000,444,12,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,445,4,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,446,4,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,447,4,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,448,14,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,449,2,left_prime_unresolved,power_of_two,pgs_left_prime_wheel_open_v1,4096,1.0,1,,candidate_work_limit,1,1453677448591213781098647615776009068707282721374636120562980398361278576226795846652382101427527131121525043212532355867069203257229312,1453677448591213781098647615776009068707282721374636120562980398361278576226795846652382101427527131121525043212532355867069203257229311,,False,
101,1000,450,18,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,451,4,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,452,6,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,453,4,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,454,4,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,455,8,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,456,16,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,457,2,left_prime_unresolved,power_of_two,pgs_left_prime_wheel_open_v1,4096,1.0,2,1,candidate_work_limit,3,372141426839350727961253789638658321589064376671906846864122981980487315514059736743009817965446945567110411062408283101969716033850703872,372141426839350727961253789638658321589064376671906846864122981980487315514059736743009817965446945567110411062408283101969716033850703871,,False,
101,1000,458,4,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,459,8,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,460,12,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,461,2,left_prime_unresolved,power_of_two,pgs_left_prime_wheel_open_v1,4096,1.0,1,,candidate_work_limit,1,5954262829429611647380060634218533145425030026750509549825967711687797048224955787888157087447151129073766576998532529631515456541611261952,5954262829429611647380060634218533145425030026750509549825967711687797048224955787888157087447151129073766576998532529631515456541611261951,,False,
101,1000,462,16,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,463,2,left_prime_unresolved,power_of_two,pgs_left_prime_wheel_open_v1,4096,1.0,1,,candidate_work_limit,1,23817051317718446589520242536874132581700120107002038199303870846751188192899823151552628349788604516295066307994130118526061826166445047808,23817051317718446589520242536874132581700120107002038199303870846751188192899823151552628349788604516295066307994130118526061826166445047807,,False,
101,1000,464,10,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,465,8,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,466,4,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,467,2,left_prime_unresolved,power_of_two,pgs_left_prime_wheel_open_v1,4096,1.0,1,,candidate_work_limit,1,381072821083495145432323880589986121307201921712032611188861933548019011086397170424842053596617672260721060927906081896416989218663120764928,381072821083495145432323880589986121307201921712032611188861933548019011086397170424842053596617672260721060927906081896416989218663120764927,,False,
101,1000,468,18,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,469,4,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,470,8,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,471,4,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,472,8,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,473,4,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,474,8,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,475,6,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,476,12,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,477,6,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,478,4,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,479,2,left_prime_unresolved,power_of_two,pgs_left_prime_wheel_open_v1,4096,1.0,1,,candidate_work_limit,1,1560874275157996115690798614896583152874299071332485575429578479812685869409882810060153051531745985579913465560703311447723987839644142653145088,1560874275157996115690798614896583152874299071332485575429578479812685869409882810060153051531745985579913465560703311447723987839644142653145087,,False,
101,1000,480,24,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,481,4,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,482,4,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,483,8,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,484,9,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,485,4,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,486,12,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,487,2,left_prime_unresolved,power_of_two,pgs_left_prime_wheel_open_v1,4096,1.0,2,1,candidate_work_limit,7,399583814440447005616844445413525287135820562261116307309972090832047582568929999375399181192126972308457847183540047730617340886948900519205142528,399583814440447005616844445413525287135820562261116307309972090832047582568929999375399181192126972308457847183540047730617340886948900519205142527,,False,
101,1000,488,8,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,489,4,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,490,12,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,491,2,left_prime_unresolved,power_of_two,pgs_left_prime_wheel_open_v1,4096,1.0,1,,candidate_work_limit,1,6393341031047152089869511126616404594173128996177860916959553453312761321102879990006386899074031556935325554936640763689877454191182408307282280448,6393341031047152089869511126616404594173128996177860916959553453312761321102879990006386899074031556935325554936640763689877454191182408307282280447,,False,
101,1000,492,12,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,493,4,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,494,8,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,495,12,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,496,10,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,497,4,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,498,8,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,499,2,left_prime_unresolved,power_of_two,pgs_left_prime_wheel_open_v1,4096,1.0,1,,candidate_work_limit,1,1636695303948070935006594848413799576108321023021532394741645684048066898202337277441635046162952078575443342063780035504608628272942696526664263794688,1636695303948070935006594848413799576108321023021532394741645684048066898202337277441635046162952078575443342063780035504608628272942696526664263794687,,False,
101,1000,500,12,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,501,4,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,502,4,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,503,2,left_prime_unresolved,power_of_two,pgs_left_prime_wheel_open_v1,4096,1.0,1,,candidate_work_limit,1,26187124863169134960105517574620793217733136368344518315866330944769070371237396439066160738607233257207093473020480568073738052367083144426628220715008,26187124863169134960105517574620793217733136368344518315866330944769070371237396439066160738607233257207093473020480568073738052367083144426628220715007,,False,
101,1000,504,24,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,505,4,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,506,8,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,507,6,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,508,6,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,509,2,left_prime_unresolved,power_of_two,pgs_left_prime_wheel_open_v1,4096,1.0,1,,candidate_work_limit,1,1675975991242824637446753124775730765934920727574049172215445180465220503759193372100234287270862928461253982273310756356719235351493321243304206125760512,1675975991242824637446753124775730765934920727574049172215445180465220503759193372100234287270862928461253982273310756356719235351493321243304206125760511,,False,
101,1000,510,16,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,511,4,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,512,10,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,513,8,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,514,4,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,515,4,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,516,12,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,517,4,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,518,8,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,519,4,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,520,16,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,521,2,left_prime_resolved,power_of_two,pgs_left_prime_wheel_open_v1,4096,1.0,1,,,,6864797660130609714981900799081393217269435300143305409394463459185543183397656052122559640661454554977296311391480858037121987999716643812574028291115057152,6864797660130609714981900799081393217269435300143305409394463459185543183397656052122559640661454554977296311391480858037121987999716643812574028291115057151,1,True,6864797660130609714981900799081393217269435300143305409394463459185543183397656052122559640661454554977296311391480858037121987999716643812574028291115057151
101,1000,522,12,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,523,2,left_prime_unresolved,power_of_two,pgs_left_prime_wheel_open_v1,4096,1.0,1,,candidate_work_limit,1,27459190640522438859927603196325572869077741200573221637577853836742172733590624208490238562645818219909185245565923432148487951998866575250296113164460228608,27459190640522438859927603196325572869077741200573221637577853836742172733590624208490238562645818219909185245565923432148487951998866575250296113164460228607,,False,
101,1000,524,6,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,525,12,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,526,4,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,527,4,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,528,20,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,529,3,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,530,8,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,531,6,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,532,12,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,533,4,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,534,8,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,535,4,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,536,8,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,537,4,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,538,4,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,539,6,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,540,24,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,541,2,left_prime_unresolved,power_of_two,pgs_left_prime_wheel_open_v1,4096,1.0,1,,candidate_work_limit,1,7198262071269114212496861612297570974191515389283066612961208916178940129074380592510465097766225371439873457013633432197133225688790879502413624289384262168215552,7198262071269114212496861612297570974191515389283066612961208916178940129074380592510465097766225371439873457013633432197133225688790879502413624289384262168215551,,False,
101,1000,542,4,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,543,4,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,544,12,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,545,4,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,546,16,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,547,2,left_prime_unresolved,power_of_two,pgs_left_prime_wheel_open_v1,4096,1.0,1,,candidate_work_limit,1,460688772561223309599799143187044542348256984914116263229517370635452168260760357920669766257038423772151901248872539660616526444082616288154471954520592778765795328,460688772561223309599799143187044542348256984914116263229517370635452168260760357920669766257038423772151901248872539660616526444082616288154471954520592778765795327,,False,
101,1000,548,6,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,549,6,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,550,12,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,551,4,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,552,16,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,553,4,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,554,4,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,555,8,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,556,6,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,557,2,left_prime_unresolved,power_of_two,pgs_left_prime_wheel_open_v1,4096,1.0,1,,candidate_work_limit,1,471745303102692669030194322623533611364615152552055053547025787530703020299018606510765840647207345942683546878845480612471323078740599079070179281429087005456174415872,471745303102692669030194322623533611364615152552055053547025787530703020299018606510765840647207345942683546878845480612471323078740599079070179281429087005456174415871,,False,
101,1000,558,12,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,559,4,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,560,20,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,561,8,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,562,4,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,563,2,left_prime_unresolved,power_of_two,pgs_left_prime_wheel_open_v1,4096,1.0,1,,candidate_work_limit,1,30191699398572330817932436647906151127335369763331523427009650401964993299137190816689013801421270140331747000246110759198164677039398341060491474011461568349195162615808,30191699398572330817932436647906151127335369763331523427009650401964993299137190816689013801421270140331747000246110759198164677039398341060491474011461568349195162615807,,False,
101,1000,564,12,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,565,4,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,566,4,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,567,10,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,568,8,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,569,2,left_prime_unresolved,power_of_two,pgs_left_prime_wheel_open_v1,4096,1.0,1,,candidate_work_limit,1,1932268761508629172347675945465993672149463664853217499328617625725759571144780212268096883290961288981231808015751088588682539330521493827871454336733540374348490407411712,1932268761508629172347675945465993672149463664853217499328617625725759571144780212268096883290961288981231808015751088588682539330521493827871454336733540374348490407411711,,False,
101,1000,570,16,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,571,2,left_prime_unresolved,power_of_two,pgs_left_prime_wheel_open_v1,4096,1.0,1,,candidate_work_limit,1,7729075046034516689390703781863974688597854659412869997314470502903038284579120849072387533163845155924927232063004354354730157322085975311485817346934161497393961629646848,7729075046034516689390703781863974688597854659412869997314470502903038284579120849072387533163845155924927232063004354354730157322085975311485817346934161497393961629646847,,False,
101,1000,572,12,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,573,4,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,574,8,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,575,6,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
